,循环号,放电容量/Ah,矢量
131,131,0.8658051689860891,"[0, 1.043888888888889, 1.0, 0.9966666666666666, 1.0, 0.8658051689860891]"
132,132,0.8686452712297665,"[0, 1.0427777777777778, 1.0, 0.9969444444444444, 1.0, 0.8686452712297665]"
133,133,0.8692132916785056,"[0, 1.0416666666666667, 1.0, 0.9969444444444444, 1.0, 0.8692132916785056]"
134,134,0.8667992047713717,"[0, 1.0411111111111113, 1.0, 0.9972222222222221, 1.0, 0.8667992047713717]"
135,135,0.863249076966774,"[0, 1.0402777777777779, 1.0, 0.9966666666666666, 1.0, 0.863249076966774]"
136,136,0.7764839534223249,"[0, 1.0683333333333334, 1.0, 0.9902777777777777, 1.0, 0.7764839534223249]"
137,137,0.7682476569156513,"[0, 1.0741666666666667, 1.0, 0.9897222222222222, 1.0, 0.7682476569156513]"
138,138,0.7611474013064488,"[0, 1.075, 1.0, 0.9891666666666666, 1.0, 0.7611474013064488]"
139,139,0.7750639023004844,"[0, 1.0727777777777778, 1.0, 0.9908333333333332, 1.0, 0.7750639023004844]"
140,140,0.7764839534223249,"[0, 1.0683333333333334, 1.0, 0.9908333333333332, 1.0, 0.7764839534223249]"
141,141,0.7730758307299084,"[0, 1.0691666666666666, 1.0, 0.9905555555555555, 1.0, 0.7730758307299084]"
142,142,0.7716557796080679,"[0, 1.0688888888888888, 1.0, 0.9905555555555555, 1.0, 0.7716557796080679]"
143,143,0.7710877591593324,"[0, 1.0691666666666666, 1.0, 0.9905555555555555, 1.0, 0.7710877591593324]"
144,144,0.8165293950582253,"[0, 1.0572222222222223, 1.0, 0.9936111111111111, 1.0, 0.8165293950582253]"
145,145,0.8239136608917939,"[0, 1.0519444444444446, 1.0, 0.9938888888888888, 1.0, 0.8239136608917939]"
146,146,0.8244816813405293,"[0, 1.051111111111111, 1.0, 0.9941666666666666, 1.0, 0.8244816813405293]"
147,147,0.8239136608917939,"[0, 1.0508333333333333, 1.0, 0.9941666666666666, 1.0, 0.8239136608917939]"
148,148,0.8217835842090331,"[0, 1.0497222222222222, 1.0, 0.9941666666666666, 1.0, 0.8217835842090331]"
149,149,0.8190854870775368,"[0, 1.0491666666666668, 1.0, 0.9938888888888888, 1.0, 0.8190854870775368]"
150,150,0.8239136608917939,"[0, 1.048888888888889, 1.0, 0.9941666666666666, 1.0, 0.8239136608917939]"
151,151,0.8185174666288013,"[0, 1.0486111111111112, 1.0, 0.9938888888888888, 1.0, 0.8185174666288013]"
152,152,0.8220675944334026,"[0, 1.0486111111111112, 1.0, 0.9941666666666666, 1.0, 0.8220675944334026]"
153,153,0.7560352172678222,"[0, 1.0683333333333334, 1.0, 0.9888888888888888, 1.0, 0.7560352172678222]"
154,154,0.7438227776199966,"[0, 1.0755555555555556, 1.0, 0.9883333333333333, 1.0, 0.7438227776199966]"
155,155,0.758733314399322,"[0, 1.0688888888888888, 1.0, 0.9897222222222222, 1.0, 0.758733314399322]"
156,156,0.7811701221244007,"[0, 1.0677777777777777, 1.0, 0.9913888888888889, 1.0, 0.7811701221244007]"
157,157,0.806163021868791,"[0, 1.0527777777777778, 1.0, 0.9930555555555555, 1.0, 0.806163021868791]"
158,158,0.8094291394490227,"[0, 1.051111111111111, 1.0, 0.9930555555555555, 1.0, 0.8094291394490227]"
159,159,0.6819085487077565,"[0, 1.085, 1.0, 0.985, 1.0, 0.6819085487077565]"
160,160,0.729622266401595,"[0, 1.0547222222222223, 1.0, 0.9880555555555555, 1.0, 0.729622266401595]"
161,161,0.7425447316103408,"[0, 1.0561111111111112, 1.0, 0.9886111111111111, 1.0, 0.7425447316103408]"
162,162,0.7480829309855181,"[0, 1.0569444444444445, 1.0, 0.9888888888888888, 1.0, 0.7480829309855181]"
163,163,0.7517750639023042,"[0, 1.0575, 1.0, 0.9891666666666666, 1.0, 0.7517750639023042]"
164,164,0.7537631354728802,"[0, 1.057777777777778, 1.0, 0.9894444444444443, 1.0, 0.7537631354728802]"
165,165,0.755041181482536,"[0, 1.0580555555555555, 1.0, 0.9894444444444443, 1.0, 0.755041181482536]"
166,166,0.7537631354728802,"[0, 1.057777777777778, 1.0, 0.9894444444444443, 1.0, 0.7537631354728802]"
167,167,0.756745242828746,"[0, 1.0583333333333333, 1.0, 0.9894444444444443, 1.0, 0.756745242828746]"
168,168,0.7537631354728802,"[0, 1.0591666666666668, 1.0, 0.9894444444444443, 1.0, 0.7537631354728802]"
169,169,0.7541891508094309,"[0, 1.0586111111111112, 1.0, 0.9894444444444443, 1.0, 0.7541891508094309]"
170,170,0.7502130076682789,"[0, 1.058888888888889, 1.0, 0.9883333333333333, 1.0, 0.7502130076682789]"
171,171,0.75305310991196,"[0, 1.0605555555555557, 1.0, 0.9894444444444443, 1.0, 0.75305310991196]"
172,172,0.7520590741266702,"[0, 1.058888888888889, 1.0, 0.9891666666666666, 1.0, 0.7520590741266702]"
173,173,0.7546151661459852,"[0, 1.0583333333333333, 1.0, 0.9894444444444443, 1.0, 0.7546151661459852]"
174,174,0.7489349616586232,"[0, 1.0586111111111112, 1.0, 0.9891666666666666, 1.0, 0.7489349616586232]"
175,175,0.7418347060494206,"[0, 1.061388888888889, 1.0, 0.9886111111111111, 1.0, 0.7418347060494206]"
176,176,0.7361545015620585,"[0, 1.0688888888888888, 1.0, 0.9883333333333333, 1.0, 0.7361545015620585]"
177,177,0.7459528543027574,"[0, 1.0608333333333333, 1.0, 0.9888888888888888, 1.0, 0.7459528543027574]"
178,178,0.7485089463220689,"[0, 1.0597222222222222, 1.0, 0.9891666666666666, 1.0, 0.7485089463220689]"
179,179,0.7480829309855181,"[0, 1.0594444444444444, 1.0, 0.9888888888888888, 1.0, 0.7480829309855181]"
180,180,0.7477989207611486,"[0, 1.0594444444444444, 1.0, 0.9888888888888888, 1.0, 0.7477989207611486]"
181,181,0.7468048849758624,"[0, 1.0594444444444444, 1.0, 0.9888888888888888, 1.0, 0.7468048849758624]"
182,182,0.7455268389662066,"[0, 1.0597222222222222, 1.0, 0.9888888888888888, 1.0, 0.7455268389662066]"
183,183,0.7468048849758624,"[0, 1.0594444444444444, 1.0, 0.9888888888888888, 1.0, 0.7468048849758624]"
184,184,0.7479409258733334,"[0, 1.058888888888889, 1.0, 0.9888888888888888, 1.0, 0.7479409258733334]"
185,185,0.7482249360977029,"[0, 1.0586111111111112, 1.0, 0.9891666666666666, 1.0, 0.7482249360977029]"
186,186,0.7479409258733334,"[0, 1.0583333333333333, 1.0, 0.9888888888888888, 1.0, 0.7479409258733334]"
187,187,0.739562624254475,"[0, 1.0591666666666668, 1.0, 0.9886111111111111, 1.0, 0.739562624254475]"
188,188,0.7280602101675697,"[0, 1.0677777777777777, 1.0, 0.9877777777777778, 1.0, 0.7280602101675697]"
189,189,0.7301902868503269,"[0, 1.0594444444444444, 1.0, 0.9883333333333333, 1.0, 0.7301902868503269]"
190,190,0.7245100823629684,"[0, 1.0630555555555556, 1.0, 0.9877777777777778, 1.0, 0.7245100823629684]"
191,191,0.7211019596705519,"[0, 1.0627777777777778, 1.0, 0.9877777777777778, 1.0, 0.7211019596705519]"
192,192,0.7216699801192874,"[0, 1.0641666666666667, 1.0, 0.9877777777777778, 1.0, 0.7216699801192874]"
193,193,0.7184038625390556,"[0, 1.0630555555555556, 1.0, 0.9874999999999999, 1.0, 0.7184038625390556]"
194,194,0.7451008236296524,"[0, 1.0569444444444445, 1.0, 0.9891666666666666, 1.0, 0.7451008236296524]"
195,195,0.7443907980687321,"[0, 1.055, 1.0, 0.9894444444444443, 1.0, 0.7443907980687321]"
196,196,0.70278330019881,"[0, 1.0686111111111112, 1.0, 0.9866666666666666, 1.0, 0.70278330019881]"
197,197,0.7151377449588203,"[0, 1.063611111111111, 1.0, 0.9872222222222222, 1.0, 0.7151377449588203]"
198,198,0.7382845782448193,"[0, 1.057777777777778, 1.0, 0.9891666666666666, 1.0, 0.7382845782448193]"
199,199,0.7431127520590763,"[0, 1.053611111111111, 1.0, 0.9894444444444443, 1.0, 0.7431127520590763]"
200,200,0.7042033513206505,"[0, 1.0705555555555555, 1.0, 0.9866666666666666, 1.0, 0.7042033513206505]"
201,201,0.7121556376029545,"[0, 1.0638888888888889, 1.0, 0.9872222222222222, 1.0, 0.7121556376029545]"
202,202,0.7127236580516936,"[0, 1.063611111111111, 1.0, 0.9872222222222222, 1.0, 0.7127236580516936]"
203,203,0.7154217551831898,"[0, 1.0625, 1.0, 0.9872222222222222, 1.0, 0.7154217551831898]"
204,204,0.7341664299914825,"[0, 1.0594444444444444, 1.0, 0.9886111111111111, 1.0, 0.7341664299914825]"
205,205,0.7404146549275801,"[0, 1.0533333333333335, 1.0, 0.9891666666666666, 1.0, 0.7404146549275801]"
206,206,0.700795228628234,"[0, 1.0597222222222222, 1.0, 0.9863888888888889, 1.0, 0.700795228628234]"
207,207,0.7097415506958278,"[0, 1.0627777777777778, 1.0, 0.9869444444444444, 1.0, 0.7097415506958278]"
208,208,0.7071854586765163,"[0, 1.0638888888888889, 1.0, 0.9869444444444444, 1.0, 0.7071854586765163]"
209,209,0.7147117296222696,"[0, 1.063611111111111, 1.0, 0.9872222222222222, 1.0, 0.7147117296222696]"
210,210,0.7330303890940115,"[0, 1.0547222222222223, 1.0, 0.9888888888888888, 1.0, 0.7330303890940115]"
211,211,0.7382845782448193,"[0, 1.0527777777777778, 1.0, 0.9891666666666666, 1.0, 0.7382845782448193]"
212,212,0.6912808861119011,"[0, 1.0702777777777777, 1.0, 0.9858333333333332, 1.0, 0.6912808861119011]"
213,213,0.7053393922181215,"[0, 1.0633333333333335, 1.0, 0.9866666666666666, 1.0, 0.7053393922181215]"
214,214,0.7071854586765163,"[0, 1.0619444444444446, 1.0, 0.9869444444444444, 1.0, 0.7071854586765163]"
215,215,0.7107355864811176,"[0, 1.061388888888889, 1.0, 0.9869444444444444, 1.0, 0.7107355864811176]"
216,216,0.7282022152797545,"[0, 1.0544444444444445, 1.0, 0.9883333333333333, 1.0, 0.7282022152797545]"
217,217,0.7151377449588203,"[0, 1.0525, 1.0, 0.9866666666666666, 1.0, 0.7151377449588203]"
218,218,0.6949730190286871,"[0, 1.0641666666666667, 1.0, 0.986111111111111, 1.0, 0.6949730190286871]"
219,219,0.6935529679068466,"[0, 1.0627777777777778, 1.0, 0.986111111111111, 1.0, 0.6935529679068466]"
220,220,0.6915648963362706,"[0, 1.0638888888888889, 1.0, 0.9858333333333332, 1.0, 0.6915648963362706]"
221,221,0.7036353308719114,"[0, 1.0586111111111112, 1.0, 0.9866666666666666, 1.0, 0.7036353308719114]"
222,222,0.6897188298778758,"[0, 1.0630555555555556, 1.0, 0.9858333333333332, 1.0, 0.6897188298778758]"
223,223,0.7050553819937555,"[0, 1.0569444444444445, 1.0, 0.9866666666666666, 1.0, 0.7050553819937555]"
224,224,0.7042033513206505,"[0, 1.0638888888888889, 1.0, 0.9866666666666666, 1.0, 0.7042033513206505]"
225,225,0.6905708605509808,"[0, 1.0591666666666668, 1.0, 0.9858333333333332, 1.0, 0.6905708605509808]"
226,226,0.7000852030673137,"[0, 1.0569444444444445, 1.0, 0.9863888888888889, 1.0, 0.7000852030673137]"
227,227,0.6854586765123578,"[0, 1.0638888888888889, 1.0, 0.9855555555555555, 1.0, 0.6854586765123578]"
228,228,0.711587617154219,"[0, 1.0566666666666666, 1.0, 0.9872222222222222, 1.0, 0.711587617154219]"
229,229,0.7159897756319253,"[0, 1.0533333333333335, 1.0, 0.9877777777777778, 1.0, 0.7159897756319253]"
230,230,0.6905708605509808,"[0, 1.0655555555555556, 1.0, 0.9858333333333332, 1.0, 0.6905708605509808]"
231,231,0.6873047429707491,"[0, 1.0580555555555555, 1.0, 0.9855555555555555, 1.0, 0.6873047429707491]"
232,232,0.6985231468332884,"[0, 1.0627777777777778, 1.0, 0.9863888888888889, 1.0, 0.6985231468332884]"
233,233,0.7032093155353607,"[0, 1.061388888888889, 1.0, 0.9866666666666666, 1.0, 0.7032093155353607]"
234,234,0.7121556376029545,"[0, 1.0541666666666667, 1.0, 0.9872222222222222, 1.0, 0.7121556376029545]"
235,235,0.70448736154502,"[0, 1.0519444444444446, 1.0, 0.986111111111111, 1.0, 0.70448736154502]"
236,236,0.6877307583073033,"[0, 1.065, 1.0, 0.9858333333333332, 1.0, 0.6877307583073033]"
237,237,0.6902868503266149,"[0, 1.058888888888889, 1.0, 0.9858333333333332, 1.0, 0.6902868503266149]"
238,238,0.6965350752627124,"[0, 1.0594444444444444, 1.0, 0.9863888888888889, 1.0, 0.6965350752627124]"
239,239,0.701647259301339,"[0, 1.058888888888889, 1.0, 0.9866666666666666, 1.0, 0.701647259301339]"
240,240,0.7061914228912265,"[0, 1.0533333333333335, 1.0, 0.9872222222222222, 1.0, 0.7061914228912265]"
