,循环号,放电容量/Ah,矢量
74,74.0,0.8453534266236096,"[0, 1.1122222222222222, 0.16666666666666666, 1.0641666666666667, 0.16666666666666666, 0.8453534266236096]"
75,75.0,0.8710082526013627,"[0, 1.100277777777778, 0.16666666666666666, 1.0691666666666666, 0.16666666666666666, 0.8710082526013627]"
76,76.0,0.8726826934577199,"[0, 1.0988888888888888, 0.16666666666666666, 1.0705555555555555, 0.16666666666666666, 0.8726826934577199]"
77,77.0,0.8728022963760314,"[0, 1.1005555555555557, 0.16666666666666666, 1.0705555555555555, 0.16666666666666666, 0.8728022963760314]"
78,78.0,0.8719052744886975,"[0, 1.1005555555555557, 0.16666666666666666, 1.0705555555555555, 0.16666666666666666, 0.8719052744886975]"
79,79.0,0.8707690467647398,"[0, 1.1005555555555557, 0.16666666666666666, 1.0702777777777777, 0.16666666666666666, 0.8707690467647398]"
80,80.0,0.870171032173185,"[0, 1.1005555555555557, 0.16666666666666666, 1.0691666666666666, 0.16666666666666666, 0.870171032173185]"
81,81.0,0.8560578878124616,"[0, 1.1094444444444445, 0.16666666666666666, 1.0666666666666667, 0.16666666666666666, 0.8560578878124616]"
82,82.0,0.8516923812941029,"[0, 1.1072222222222223, 0.16666666666666666, 1.0658333333333334, 0.16666666666666666, 0.8516923812941029]"
83,83.0,0.8584499461786859,"[0, 1.1069444444444445, 0.16666666666666666, 1.0669444444444445, 0.16666666666666666, 0.8584499461786859]"
84,84.0,0.8621576366463337,"[0, 1.097222222222222, 0.16666666666666666, 1.0688888888888888, 0.16666666666666666, 0.8621576366463337]"
85,85.0,0.8632938643702897,"[0, 1.0988888888888888, 0.16666666666666666, 1.0691666666666666, 0.16666666666666666, 0.8632938643702897]"
86,86.0,0.8635928716660679,"[0, 1.098611111111111, 0.16666666666666666, 1.0691666666666666, 0.16666666666666666, 0.8635928716660679]"
87,87.0,0.8619184308097108,"[0, 1.0994444444444444, 0.16666666666666666, 1.0688888888888888, 0.16666666666666666, 0.8619184308097108]"
88,88.0,0.8597655782801095,"[0, 1.0994444444444444, 0.16666666666666666, 1.0686111111111112, 0.16666666666666666, 0.8597655782801095]"
89,89.0,0.8583303432603753,"[0, 1.0994444444444444, 0.16666666666666666, 1.0683333333333334, 0.16666666666666666, 0.8583303432603753]"
90,90.0,0.8469082645616544,"[0, 1.1030555555555557, 0.16666666666666666, 1.0652777777777778, 0.16666666666666666, 0.8469082645616544]"
91,91.0,0.8395526850855157,"[0, 1.1072222222222223, 0.16666666666666666, 1.063611111111111, 0.16666666666666666, 0.8395526850855157]"
92,92.0,0.8359645975361794,"[0, 1.1066666666666667, 0.16666666666666666, 1.0627777777777778, 0.16666666666666666, 0.8359645975361794]"
93,93.0,0.8474464776940556,"[0, 1.099722222222222, 0.16666666666666666, 1.0663888888888888, 0.16666666666666666, 0.8474464776940556]"
94,94.0,0.8510943667025472,"[0, 1.0975, 0.16666666666666666, 1.0669444444444445, 0.16666666666666666, 0.8510943667025472]"
95,95.0,0.8521109915081917,"[0, 1.097222222222222, 0.16666666666666666, 1.0672222222222223, 0.16666666666666666, 0.8521109915081917]"
96,96.0,0.851752182753259,"[0, 1.0975, 0.16666666666666666, 1.0672222222222223, 0.16666666666666666, 0.851752182753259]"
97,97.0,0.8504365506518354,"[0, 1.0975, 0.16666666666666666, 1.0669444444444445, 0.16666666666666666, 0.8504365506518354]"
98,98.0,0.848702308336323,"[0, 1.0977777777777777, 0.16666666666666666, 1.0666666666666667, 0.16666666666666666, 0.848702308336323]"
99,99.0,0.8467886616433438,"[0, 1.0977777777777777, 0.16666666666666666, 1.0663888888888888, 0.16666666666666666, 0.8467886616433438]"
100,100.0,0.8451740222461419,"[0, 1.0975, 0.16666666666666666, 1.065, 0.16666666666666666, 0.8451740222461419]"
101,101.0,0.8371008252601353,"[0, 1.1041666666666667, 0.16666666666666666, 1.063611111111111, 0.16666666666666666, 0.8371008252601353]"
102,102.0,0.8326157158234659,"[0, 1.1022222222222222, 0.16666666666666666, 1.0627777777777778, 0.16666666666666666, 0.8326157158234659]"
103,103.0,0.8399114938404493,"[0, 1.096111111111111, 0.16666666666666666, 1.0652777777777778, 0.16666666666666666, 0.8399114938404493]"
104,104.0,0.841227125941872,"[0, 1.0955555555555554, 0.16666666666666666, 1.0655555555555556, 0.16666666666666666, 0.841227125941872]"
105,105.0,0.8420045449108953,"[0, 1.0952777777777778, 0.16666666666666666, 1.0655555555555556, 0.16666666666666666, 0.8420045449108953]"
106,106.0,0.8416457361559617,"[0, 1.0958333333333332, 0.16666666666666666, 1.0655555555555556, 0.16666666666666666, 0.8416457361559617]"
107,107.0,0.8399712952996055,"[0, 1.0958333333333332, 0.16666666666666666, 1.0652777777777778, 0.16666666666666666, 0.8399712952996055]"
108,108.0,0.8385360602798695,"[0, 1.0958333333333332, 0.16666666666666666, 1.065, 0.16666666666666666, 0.8385360602798695]"
109,109.0,0.8335127377107998,"[0, 1.0975, 0.16666666666666666, 1.0630555555555556, 0.16666666666666666, 0.8335127377107998]"
110,110.0,0.8266355699079053,"[0, 1.1016666666666668, 0.16666666666666666, 1.0619444444444446, 0.16666666666666666, 0.8266355699079053]"
111,111.0,0.8232268867360357,"[0, 1.101388888888889, 0.16666666666666666, 1.0611111111111111, 0.16666666666666666, 0.8232268867360357]"
112,112.0,0.825379739265637,"[0, 1.1011111111111112, 0.16666666666666666, 1.0616666666666668, 0.16666666666666666, 0.825379739265637]"
113,113.0,0.8299844516206187,"[0, 1.0922222222222222, 0.16666666666666666, 1.063611111111111, 0.16666666666666666, 0.8299844516206187]"
114,114.0,0.8305824662121752,"[0, 1.0944444444444443, 0.16666666666666666, 1.063611111111111, 0.16666666666666666, 0.8305824662121752]"
115,115.0,0.8301040545389302,"[0, 1.0947222222222222, 0.16666666666666666, 1.063611111111111, 0.16666666666666666, 0.8301040545389302]"
116,116.0,0.8268747757445283,"[0, 1.0958333333333332, 0.16666666666666666, 1.0630555555555556, 0.16666666666666666, 0.8268747757445283]"
117,117.0,0.8250807319698596,"[0, 1.0952777777777778, 0.16666666666666666, 1.0627777777777778, 0.16666666666666666, 0.8250807319698596]"
118,118.0,0.8244827173783031,"[0, 1.0955555555555554, 0.16666666666666666, 1.0625, 0.16666666666666666, 0.8244827173783031]"
119,119.0,0.8155124985049635,"[0, 1.0988888888888888, 0.16666666666666666, 1.06, 0.16666666666666666, 0.8155124985049635]"
120,120.0,0.8089941394570017,"[0, 1.1033333333333335, 0.16666666666666666, 1.0583333333333333, 0.16666666666666666, 0.8089941394570017]"
121,121.0,0.8073196986006455,"[0, 1.101388888888889, 0.16666666666666666, 1.0580555555555555, 0.16666666666666666, 0.8073196986006455]"
122,122.0,0.8192201889726105,"[0, 1.096111111111111, 0.16666666666666666, 1.0608333333333333, 0.16666666666666666, 0.8192201889726105]"
123,123.0,0.8189211816768323,"[0, 1.0933333333333333, 0.16666666666666666, 1.0611111111111111, 0.16666666666666666, 0.8189211816768323]"
124,124.0,0.8182035641669652,"[0, 1.093888888888889, 0.16666666666666666, 1.0616666666666668, 0.16666666666666666, 0.8182035641669652]"
125,125.0,0.8174859466570981,"[0, 1.093888888888889, 0.16666666666666666, 1.061388888888889, 0.16666666666666666, 0.8174859466570981]"
126,126.0,0.8164693218514527,"[0, 1.093611111111111, 0.16666666666666666, 1.061388888888889, 0.16666666666666666, 0.8164693218514527]"
127,127.0,0.8155124985049635,"[0, 1.093888888888889, 0.16666666666666666, 1.0611111111111111, 0.16666666666666666, 0.8155124985049635]"
128,128.0,0.8143164693218505,"[0, 1.093611111111111, 0.16666666666666666, 1.0608333333333333, 0.16666666666666666, 0.8143164693218505]"
129,129.0,0.8130008372204278,"[0, 1.0944444444444443, 0.16666666666666666, 1.0605555555555557, 0.16666666666666666, 0.8130008372204278]"
130,130.0,0.8119244109556272,"[0, 1.093611111111111, 0.16666666666666666, 1.0605555555555557, 0.16666666666666666, 0.8119244109556272]"
131,131.0,0.8108479846908256,"[0, 1.0933333333333333, 0.16666666666666666, 1.0602777777777779, 0.16666666666666666, 0.8108479846908256]"
132,132.0,0.8096519555077144,"[0, 1.093611111111111, 0.16666666666666666, 1.06, 0.16666666666666666, 0.8096519555077144]"
133,133.0,0.8095921540485582,"[0, 1.0927777777777776, 0.16666666666666666, 1.0602777777777779, 0.16666666666666666, 0.8095921540485582]"
134,134.0,0.8095921540485582,"[0, 1.0919444444444444, 0.16666666666666666, 1.0602777777777779, 0.16666666666666666, 0.8095921540485582]"
135,135.0,0.8091137423753141,"[0, 1.0922222222222222, 0.16666666666666666, 1.0602777777777779, 0.16666666666666666, 0.8091137423753141]"
136,136.0,0.8073196986006455,"[0, 1.0922222222222222, 0.16666666666666666, 1.0597222222222222, 0.16666666666666666, 0.8073196986006455]"
137,137.0,0.8054658533668215,"[0, 1.0922222222222222, 0.16666666666666666, 1.0594444444444444, 0.16666666666666666, 0.8054658533668215]"
138,138.0,0.8047482358569544,"[0, 1.0919444444444444, 0.16666666666666666, 1.0594444444444444, 0.16666666666666666, 0.8047482358569544]"
139,139.0,0.7954790096878357,"[0, 1.0966666666666667, 0.16666666666666666, 1.0566666666666666, 0.16666666666666666, 0.7954790096878357]"
140,140.0,0.7895586652314304,"[0, 1.099722222222222, 0.16666666666666666, 1.0555555555555556, 0.16666666666666666, 0.7895586652314304]"
141,141.0,0.7914125104652552,"[0, 1.0994444444444444, 0.16666666666666666, 1.0555555555555556, 0.16666666666666666, 0.7914125104652552]"
142,142.0,0.798349479727305,"[0, 1.0891666666666666, 0.16666666666666666, 1.0583333333333333, 0.16666666666666666, 0.798349479727305]"
143,143.0,0.8003229278794404,"[0, 1.0902777777777777, 0.16666666666666666, 1.0586111111111112, 0.16666666666666666, 0.8003229278794404]"
144,144.0,0.7997249132878839,"[0, 1.0899999999999999, 0.16666666666666666, 1.0586111111111112, 0.16666666666666666, 0.7997249132878839]"
145,145.0,0.7985288841047717,"[0, 1.0911111111111111, 0.16666666666666666, 1.0583333333333333, 0.16666666666666666, 0.7985288841047717]"
146,146.0,0.7976916636765932,"[0, 1.0908333333333333, 0.16666666666666666, 1.0583333333333333, 0.16666666666666666, 0.7976916636765932]"
147,147.0,0.7957182155244578,"[0, 1.0908333333333333, 0.16666666666666666, 1.0569444444444445, 0.16666666666666666, 0.7957182155244578]"
148,148.0,0.7831001076426265,"[0, 1.099722222222222, 0.16666666666666666, 1.0544444444444445, 0.16666666666666666, 0.7831001076426265]"
149,149.0,0.7794522186341339,"[0, 1.0977777777777777, 0.16666666666666666, 1.0538888888888889, 0.16666666666666666, 0.7794522186341339]"
150,150.0,0.7784355938284886,"[0, 1.0980555555555556, 0.16666666666666666, 1.0533333333333335, 0.16666666666666666, 0.7784355938284886]"
151,151.0,0.7865087908144961,"[0, 1.0927777777777776, 0.16666666666666666, 1.0561111111111112, 0.16666666666666666, 0.7865087908144961]"
152,152.0,0.789259657935653,"[0, 1.0897222222222223, 0.16666666666666666, 1.0566666666666666, 0.16666666666666666, 0.789259657935653]"
153,153.0,0.7902762827412984,"[0, 1.0891666666666666, 0.16666666666666666, 1.0569444444444445, 0.16666666666666666, 0.7902762827412984]"
154,154.0,0.7898576725272095,"[0, 1.0891666666666666, 0.16666666666666666, 1.0569444444444445, 0.16666666666666666, 0.7898576725272095]"
155,155.0,0.7891400550173424,"[0, 1.0894444444444444, 0.16666666666666666, 1.0569444444444445, 0.16666666666666666, 0.7891400550173424]"
156,156.0,0.7883626360483191,"[0, 1.0894444444444444, 0.16666666666666666, 1.0566666666666666, 0.16666666666666666, 0.7883626360483191]"
157,157.0,0.788302834589163,"[0, 1.0894444444444444, 0.16666666666666666, 1.0561111111111112, 0.16666666666666666, 0.788302834589163]"
158,158.0,0.7772395646453765,"[0, 1.0975, 0.16666666666666666, 1.053611111111111, 0.16666666666666666, 0.7772395646453765]"
159,159.0,0.7733524698002627,"[0, 1.0958333333333332, 0.16666666666666666, 1.0530555555555556, 0.16666666666666666, 0.7733524698002627]"
160,160.0,0.7775983734003109,"[0, 1.0958333333333332, 0.16666666666666666, 1.0544444444444445, 0.16666666666666666, 0.7775983734003109]"
161,161.0,0.7822030857552926,"[0, 1.087222222222222, 0.16666666666666666, 1.0555555555555556, 0.16666666666666666, 0.7822030857552926]"
162,162.0,0.7833991149384039,"[0, 1.0880555555555556, 0.16666666666666666, 1.0558333333333334, 0.16666666666666666, 0.7833991149384039]"
163,163.0,0.784595144121516,"[0, 1.0877777777777777, 0.16666666666666666, 1.0561111111111112, 0.16666666666666666, 0.784595144121516]"
164,164.0,0.7848941514172942,"[0, 1.0869444444444443, 0.16666666666666666, 1.0561111111111112, 0.16666666666666666, 0.7848941514172942]"
165,165.0,0.7835785193158715,"[0, 1.0875, 0.16666666666666666, 1.0558333333333334, 0.16666666666666666, 0.7835785193158715]"
166,166.0,0.7824422915919138,"[0, 1.0877777777777777, 0.16666666666666666, 1.0558333333333334, 0.16666666666666666, 0.7824422915919138]"
167,167.0,0.7813060638679579,"[0, 1.0877777777777777, 0.16666666666666666, 1.0555555555555556, 0.16666666666666666, 0.7813060638679579]"
168,168.0,0.780409041980624,"[0, 1.0875, 0.16666666666666666, 1.0555555555555556, 0.16666666666666666, 0.780409041980624]"
169,169.0,0.7792728142566672,"[0, 1.0877777777777777, 0.16666666666666666, 1.0552777777777778, 0.16666666666666666, 0.7792728142566672]"
170,170.0,0.7781963879918656,"[0, 1.0875, 0.16666666666666666, 1.055, 0.16666666666666666, 0.7781963879918656]"
171,171.0,0.778315990910178,"[0, 1.0869444444444443, 0.16666666666666666, 1.055, 0.16666666666666666, 0.778315990910178]"
172,172.0,0.7780767850735559,"[0, 1.0863888888888888, 0.16666666666666666, 1.055, 0.16666666666666666, 0.7780767850735559]"
173,173.0,0.7771199617270659,"[0, 1.086111111111111, 0.16666666666666666, 1.055, 0.16666666666666666, 0.7771199617270659]"
174,174.0,0.7763425427580435,"[0, 1.086111111111111, 0.16666666666666666, 1.0547222222222223, 0.16666666666666666, 0.7763425427580435]"
175,175.0,0.775505322329864,"[0, 1.086111111111111, 0.16666666666666666, 1.0547222222222223, 0.16666666666666666, 0.775505322329864]"
176,176.0,0.7738906829326622,"[0, 1.086111111111111, 0.16666666666666666, 1.0544444444444445, 0.16666666666666666, 0.7738906829326622]"
177,177.0,0.7728740581270177,"[0, 1.086111111111111, 0.16666666666666666, 1.0541666666666667, 0.16666666666666666, 0.7728740581270177]"
178,178.0,0.7656978830283458,"[0, 1.0919444444444444, 0.16666666666666666, 1.0519444444444446, 0.16666666666666666, 0.7656978830283458]"
179,179.0,0.76127257505083,"[0, 1.0922222222222222, 0.16666666666666666, 1.051111111111111, 0.16666666666666666, 0.76127257505083]"
180,180.0,0.7612127735916756,"[0, 1.0916666666666666, 0.16666666666666666, 1.0522222222222222, 0.16666666666666666, 0.7612127735916756]"
181,181.0,0.76617629470159,"[0, 1.0844444444444443, 0.16666666666666666, 1.0530555555555556, 0.16666666666666666, 0.76617629470159]"
182,182.0,0.7659968903241232,"[0, 1.0852777777777778, 0.16666666666666666, 1.0530555555555556, 0.16666666666666666, 0.7659968903241232]"
183,183.0,0.7659968903241232,"[0, 1.0852777777777778, 0.16666666666666666, 1.0530555555555556, 0.16666666666666666, 0.7659968903241232]"
184,184.0,0.764800861141012,"[0, 1.0855555555555554, 0.16666666666666666, 1.0527777777777778, 0.16666666666666666, 0.764800861141012]"
185,185.0,0.764083243631144,"[0, 1.0855555555555554, 0.16666666666666666, 1.0527777777777778, 0.16666666666666666, 0.764083243631144]"
186,186.0,0.7639038392536772,"[0, 1.0855555555555554, 0.16666666666666666, 1.0516666666666667, 0.16666666666666666, 0.7639038392536772]"
187,187.0,0.7558904437268268,"[0, 1.0913888888888887, 0.16666666666666666, 1.0502777777777779, 0.16666666666666666, 0.7558904437268268]"
188,188.0,0.7526013634732678,"[0, 1.0902777777777777, 0.16666666666666666, 1.0497222222222222, 0.16666666666666666, 0.7526013634732678]"
189,189.0,0.7516445401267777,"[0, 1.0897222222222223, 0.16666666666666666, 1.0494444444444446, 0.16666666666666666, 0.7516445401267777]"
190,190.0,0.7558904437268268,"[0, 1.0855555555555554, 0.16666666666666666, 1.051388888888889, 0.16666666666666666, 0.7558904437268268]"
191,191.0,0.757325678746561,"[0, 1.083611111111111, 0.16666666666666666, 1.0516666666666667, 0.16666666666666666, 0.757325678746561]"
192,192.0,0.7571462743690942,"[0, 1.0844444444444443, 0.16666666666666666, 1.0516666666666667, 0.16666666666666666, 0.7571462743690942]"
193,193.0,0.7569668699916274,"[0, 1.083888888888889, 0.16666666666666666, 1.0516666666666667, 0.16666666666666666, 0.7569668699916274]"
194,194.0,0.7563090539409156,"[0, 1.0841666666666665, 0.16666666666666666, 1.051388888888889, 0.16666666666666666, 0.7563090539409156]"
195,195.0,0.7558306422676706,"[0, 1.083888888888889, 0.16666666666666666, 1.051388888888889, 0.16666666666666666, 0.7558306422676706]"
196,196.0,0.75475421600287,"[0, 1.083888888888889, 0.16666666666666666, 1.051111111111111, 0.16666666666666666, 0.75475421600287]"
197,197.0,0.7542160028704696,"[0, 1.0833333333333333, 0.16666666666666666, 1.051111111111111, 0.16666666666666666, 0.7542160028704696]"
198,198.0,0.7531993780648243,"[0, 1.083611111111111, 0.16666666666666666, 1.0508333333333333, 0.16666666666666666, 0.7531993780648243]"
199,199.0,0.7530199736873575,"[0, 1.0830555555555554, 0.16666666666666666, 1.0508333333333333, 0.16666666666666666, 0.7530199736873575]"
